,negative,positive,total
mega,1,0,1
megan,0,2,2
megaupload,0,1,1
meh,3,1,4
mehhh,1,0,1
mein,2,1,3
meister,1,0,1
mekin,0,1,1
mel,1,1,2
mela,0,1,1
melb,1,0,1
melbourne,0,3,3
melendez,0,1,1
melerr,0,1,1
melina,0,1,1
meliss,1,0,1
melissa,2,0,2
mello,0,1,1
mellow,0,1,1
melly,0,1,1
melody,0,1,1
melt,0,1,1
meltdown,1,0,1
melted,1,1,2
melting,1,1,2
member,2,3,5
members,2,2,4
meme,1,0,1
memorial,1,0,1
memories,1,2,3
memorized,0,1,1
memory,6,2,8
memphis,1,0,1
men,3,10,13
menchie,0,1,1
meningitis,1,0,1
menna,1,0,1
ment,1,2,3
mental,0,2,2
mention,5,4,9
mentioned,1,6,7
mentioning,0,1,1
mentions,0,1,1
mentors,0,1,1
menu,1,1,2
meows,0,1,1
merch,2,0,2
merci,0,1,1
mercy,0,1,1
mere,0,2,2
merovingian,0,1,1
merrier,0,1,1
mers,0,1,1
mesa,0,2,2
mesmerized,0,1,1
mesquitez,1,0,1
mess,1,2,3
message,11,9,20
messages,1,2,3
messed,2,0,2
messenger,0,3,3
messin,1,0,1
messing,3,0,3
messy,2,0,2
met,8,5,13
metal,2,1,3
metallica,0,2,2
metaphor,1,0,1
methinks,1,2,3
method,0,2,2
methodically,0,1,1
metria,1,0,1
metrics,0,1,1
metro,3,2,5
mets,1,0,1
mexican,0,2,2
mexico,2,1,3
mey,0,1,1
meyer,0,1,1
mfc,0,1,1
mh,0,1,1
mhm,1,1,2
mi,1,2,3
mia,2,1,3
miadhu,0,1,1
miami,9,0,9
mib,0,2,2
mic,2,2,4
micas,0,1,1
mice,1,1,2
mich,1,0,1
michael,2,3,5
micheal,1,0,1
michelle,1,3,4
michigan,2,1,3
mick,1,1,2
micro,0,1,1
microblogging,0,1,1
microphone,1,0,1
microscope,0,1,1
microsd,0,1,1
microsoft,4,2,6
mid,3,2,5
midday,0,1,1
middle,6,4,10
middleman,0,1,1
midnight,4,4,8
midol,1,0,1
midstream,1,0,1
midterms,0,1,1
midway,1,1,2
midwife,2,0,2
miget,0,1,1
might,27,27,54
mighty,0,2,2
migraine,3,0,3
migrated,1,0,1
mii,2,0,2
miie,1,0,1
miiinne,1,0,1
mike,1,2,3
mikes,0,1,1
mikeyj,0,1,1
mil,0,2,2
milan,1,0,1
milar,1,0,1
mildly,0,1,1
mile,3,1,4
miles,3,1,4
miley,3,5,8
mileys,0,1,1
milezzzzzz,0,1,1
milk,5,9,14
milking,1,0,1
mill,0,1,1
million,3,4,7
millionaire,0,1,1
millionth,0,1,1
milne,0,1,1
mime,0,1,1
mimi,0,1,1
mimimi,1,0,1
mimis,0,1,1
min,6,6,12
mind,22,23,45
minds,0,1,1
mindy,1,0,1
mine,23,18,41
minehead,0,1,1
mines,1,1,2
mini,3,6,9
miniatures,0,1,1
minichocolates,0,1,1
minicons,0,1,1
minify,1,0,1
minimal,0,1,1
minimum,0,1,1
minis,0,1,1
minister,0,1,1
ministers,0,1,1
minor,0,1,1
minorca,0,1,1
mins,5,6,11
minskeys,0,1,1
mint,0,3,3
mintablet,0,1,1
minto,1,0,1
mints,1,0,1
minus,0,2,2
minute,7,5,12
minuteman,1,0,1
minutes,10,7,17
minx,1,1,2
miracle,4,0,4
miracles,1,2,3
mireika,0,1,1
miris,0,1,1
mirror,1,1,2
mis,1,0,1
mischa,0,1,1
miserable,1,2,3
misery,0,1,1
mish,1,0,1
mishell,0,1,1
misplaced,1,0,1
miss,189,39,228
missed,71,7,78
misses,3,2,5
missin,0,1,1
missing,37,5,42
missouri,1,0,1
misss,2,0,2
misssssssss,1,0,1
missssssssss,0,1,1
missus,0,2,2
missy,0,1,1
mist,0,2,2
mistake,3,1,4
mistaken,1,1,2
mistakes,2,4,6
misting,1,0,1
mistook,1,0,1
mistress,0,1,1
mit,1,0,1
mitchel,0,1,1
mite,0,1,1
mitter,0,1,1
mix,2,3,5
mixed,1,3,4
mixer,0,1,1
mixes,0,2,2
mixing,0,1,1
mixtape,2,2,4
miyavi,0,1,1
miyazaki,1,0,1
mizuo,1,0,1
mj,1,0,1
mk,1,1,2
mkay,0,2,2
mkcc,1,0,1
mkccrenovations,1,0,1
mkh,0,1,1
mlb,0,1,1
mlm,0,1,1
mlp,1,0,1
mm,1,2,3
mmkay,0,1,1
mmm,0,7,7
mmmm,3,5,8
mmmmhmmm,0,1,1
mmmmm,0,2,2
mmmmmm,0,3,3
mmorrow,1,0,1
mmos,1,0,1
mmuk,0,1,1
mmy,1,0,1
mo,4,8,12
mobbler,0,1,1
mobile,5,3,8
mobileme,1,0,1
mobtv,2,0,2
moccasin,1,0,1
mocha,1,1,2
mock,1,1,2
mockumentary,0,1,1
mod,1,0,1
modd,0,1,1
mode,4,5,9
model,3,2,5
modeling,0,1,1
modern,0,1,1
modest,0,1,1
modivation,0,1,1
modle,1,0,1
moe,0,1,1
moffitt,0,1,1
mofo,1,0,1
moin,0,1,1
moisture,1,0,1
mold,1,0,1
molly,0,1,1
mom,26,13,39
moment,12,13,25
momentarily,0,1,1
moments,2,0,2
momma,3,1,4
mommy,8,0,8
moms,2,0,2
mon,5,2,7
mondaaay,0,1,1
monday,13,11,24
mondays,2,2,4
money,36,14,50
monitor,1,2,3
monitors,1,0,1
monkee,0,1,1
monks,0,1,1
mono,1,0,1
monogomy,0,1,1
monroe,1,0,1
monsieur,1,0,1
monster,1,2,3
monsters,0,2,2
montag,0,1,1
montana,2,3,5
montell,0,1,1
month,14,8,22
monthes,0,1,1
months,13,10,23
montreal,1,2,3
montreras,1,0,1
moo,1,1,2
mooch,0,1,1
mood,9,8,17
mooded,0,1,1
moodle,0,1,1
moody,0,1,1
moolaw,1,0,1
moommy,1,0,1
moon,0,4,4
mooney,1,0,1
mooooo,0,1,1
moore,1,0,1
moot,0,3,3
mootools,1,0,1
moovarolage,0,1,1
mor,0,1,1
morbid,1,0,1
more,124,134,258
morgan,1,0,1
morley,0,1,1
mormon,0,1,1
morn,2,5,7
mornin,1,3,4
morning,93,184,277
morninggggg,0,1,1
morninggggggg,1,0,1
mornings,3,3,6
morninnnnn,1,0,1
moro,2,1,3
moron,1,1,2
morris,1,1,2
morrison,1,0,1
morrissey,0,1,1
morro,1,1,2
morrow,3,2,5
mortality,1,0,1
mortgage,0,1,1
mosquitos,0,1,1
moss,1,1,2
most,21,30,51
mostlikely,1,0,1
mostly,2,4,6
motel,0,1,1
moth,0,1,1
mother,5,3,8
motherflipping,1,0,1
motherfuckers,1,0,1
mothers,1,0,1
motion,0,1,1
motivated,2,0,2
motivation,3,1,4
motor,2,0,2
motorbike,1,0,1
motorbikes,0,1,1
motorcycle,0,1,1
motown,0,1,1
mots,0,1,1
motto,0,2,2
mount,0,1,1
mountain,0,2,2
mountford,1,0,1
mounts,0,1,1
mourn,1,0,1
mourning,3,0,3
mouse,1,5,6
mouth,4,3,7
move,11,8,19
moved,7,1,8
movement,1,0,1
movements,0,1,1
movie,20,44,64
movies,4,4,8
moviess,0,1,1
moviessssss,0,1,1
movin,2,1,3
moving,8,7,15
mowed,1,0,1
moyles,0,1,1
moz,3,0,3
mozambique,1,0,1
mozilla,1,0,1
mp,0,6,6
mph,1,0,1
mps,0,2,2
mqt,0,1,1
mr,8,16,24
mri,1,0,1
mro,1,0,1
mrs,1,3,4
mrsa,1,0,1
mrspb,1,0,1
mrw,4,0,4
ms,9,5,14
msg,0,2,2
msgs,1,1,2
msia,1,0,1
msn,6,4,10
msnbc,1,0,1
msu,0,1,1
mt,0,4,4
mtb,1,1,2
mtg,1,0,1
mths,0,1,1
mtp,0,1,1
mtv,1,0,1
mu,1,0,1
muah,0,1,1
mucch,0,1,1
much,115,94,209
muchh,2,1,3
muchly,1,0,1
mucho,1,2,3
mucvhly,0,1,1
mud,1,1,2
muffin,2,0,2
muffins,0,1,1
muffler,2,0,2
mufti,1,0,1
mug,1,2,3
mugged,1,0,1
muh,2,0,2
mules,0,2,2
multi,0,2,2
multipage,0,1,1
multiplayer,0,1,1
multiple,2,3,5
multiplier,0,1,1
multiply,0,2,2
multivitamins,0,1,1
mum,6,5,11
mummas,0,1,1
mummy,1,1,2
mummys,0,1,1
mums,1,1,2
munchkin,1,1,2
mundo,1,0,1
munroe,2,0,2
mural,0,1,1
murdered,1,0,1
murderland,0,1,1
muri,1,0,1
murray,6,0,6
muscle,2,0,2
muse,1,1,2
museum,1,0,1
mushroom,0,1,1
music,16,42,58
musical,3,2,5
musician,0,1,1
musicmonday,0,1,1
musics,0,1,1
musik,0,1,1
muskegon,1,0,1
muslim,1,0,1
musnt,0,1,1
must,23,30,53
musta,1,0,1
mutant,1,0,1
mute,1,0,1
mutha,0,1,1
mv,1,0,1
mwah,0,3,3
my,1207,775,1982
mycamera,0,1,1
myki,0,1,1
mykl,0,1,1
myla,0,1,1
myself,41,23,64
mysoju,1,0,1
myspace,4,16,20
mysql,1,2,3
mythos,0,1,1
myy,1,0,1
mz,1,1,2
na,2,4,6
nacelle,1,0,1
nachos,1,1,2
nada,0,2,2
nag,0,1,1
nah,6,12,18
nail,1,0,1
nails,1,3,4
naim,0,1,1
naive,0,1,1
naked,0,1,1
naman,1,1,2
nambu,0,1,1
name,10,19,29
named,0,7,7
namely,1,0,1
names,5,5,10
naming,0,1,1
nan,0,1,1
nana,1,1,2
nancy,1,0,1
nanette,1,0,1
nangis,1,0,1
nanny,0,1,1
nanu,0,1,1
nao,1,0,1
nap,12,7,19
napped,0,1,1
napping,0,3,3
nappys,0,1,1
naps,1,0,1
naptime,1,0,1
narr,0,1,1
narrated,0,1,1
nas,1,1,2
nash,1,2,3
nashville,2,1,3
nasib,1,0,1
nassar,0,1,1
nasty,3,3,6
nat,2,0,2
natasha,0,2,2
national,1,4,5
native,1,1,2
natty,0,1,1
natural,1,1,2
nature,0,2,2
naturing,0,1,1
naughty,0,2,2
navyboyy,0,1,1
naw,0,4,4
nawww,0,1,1
naybur,0,1,1
naz,1,0,1
nazi,0,1,1
nba,2,0,2
nbn,0,1,1
nc,1,2,3
ncaa,0,3,3
nd,10,10,20
nday,1,0,1
ne,1,3,4
neal,10,0,10
near,8,6,14
nearby,2,0,2
nearest,0,1,1
nearing,2,0,2
nearly,4,7,11
neat,0,9,9
necc,2,0,2
necessary,1,0,1
neck,7,1,8
necklace,1,2,3
nectarines,0,1,1
neda,2,0,2
neded,0,1,1
need,126,106,232
needa,2,0,2
needed,2,6,8
needles,1,0,1
needs,20,8,28
neetball,0,1,1
nef,0,1,1
negar,0,1,1
negative,2,0,2
neglect,0,1,1
neglected,0,1,1
neh,0,1,1
neighbor,0,1,1
neighbors,0,2,2
neighbour,1,0,1
neighbours,4,3,7
neil,0,1,1
neither,1,4,5
nelena,1,0,1
nemo,0,1,1
neon,1,0,1
nephew,0,2,2
nerd,2,0,2
nerf,0,1,1
nero,0,1,1
nerrrd,0,1,1
nerve,0,1,1
nervous,7,4,11
nerys,0,1,1
nescafe,1,0,1
nescessary,0,1,1
nespresso,0,2,2
ness,2,0,2
nessie,0,1,1
nessun,0,1,1
net,7,4,11
netflix,2,1,3
netherlands,0,1,1
nettes,1,0,1
network,4,7,11
networking,0,1,1
networks,0,1,1
neuqua,1,0,1
neva,1,0,1
neveeeeeeeeeeer,1,0,1
never,70,41,111
nevermind,1,1,2
neverwinter,0,1,1
new,92,181,273
newbie,0,1,1
newborn,0,2,2
newc,1,0,1
newcastle,0,4,4
newegg,1,0,1
newest,3,0,3
newnownext,0,1,1
news,49,20,69
newsap,1,0,1
newscast,0,1,1
newsletter,0,1,1
newspaper,0,2,2
neww,0,1,1
next,48,57,105
nextdoor,1,0,1
nexxt,1,0,1
ng,9,7,16
nga,1,2,3
nh,2,1,3
ni,0,1,1
niagara,1,0,1
nicci,1,0,1
nice,26,118,144
nicely,0,5,5
nicer,0,3,3
nicest,0,1,1
nichts,1,0,1
nick,2,4,6
nicked,1,0,1
nickelback,0,1,1
nicki,0,1,1
nickjonline,1,0,1
nicks,1,0,1
nickserv,0,1,1
nicly,0,1,1
nicole,0,1,1
nidhaa,0,1,1
nielsen,0,1,1
nig,1,0,1
night,92,180,272
nightcard,0,1,1
nighter,0,1,1
nightly,0,1,1
nightmare,3,0,3
nightmares,1,1,2
nights,2,5,7
nighttime,0,1,1
nighty,0,4,4
niiice,0,1,1
niite,0,1,1
nike,1,0,1
nikita,1,0,1
nikki,2,2,4
nilagyan,0,1,1
niley,2,0,2
nimble,0,1,1
nimue,1,0,1
nin,1,2,3
ninaalbertsen,0,1,1
ninage,0,1,1
nine,1,0,1
ninguem,1,0,1
nino,1,0,1
nip,1,1,2
niqqa,0,1,1
nique,1,0,1
nirvana,0,1,1
nit,1,0,1
nite,10,21,31
niteflirt,0,1,1
niter,1,0,1
nitey,0,2,2
nj,3,0,3
nk,3,0,3
nkotb,1,1,2
nkow,0,1,1
nkprb,0,1,1
nl,1,0,1
nm,0,1,1
nmbd,0,1,1
nnnntttttthh,0,1,1
nnnooooooo,1,0,1
no,367,125,492
nob,1,0,1
nobody,20,4,24
nobodys,1,0,1
noches,0,2,2
nodame,0,1,1
noes,2,0,2
noise,0,1,1
noises,1,0,1
nokia,2,1,3
nokla,0,1,1
nom,0,1,1
nomatter,1,0,1
nominated,0,1,1
nominating,0,1,1
nomination,0,1,1
nomunge,1,0,1
non,3,1,4
none,7,4,11
nonetheless,0,1,1
nonsense,1,1,2
nonstop,1,0,1
noodle,1,1,2
noodlebox,0,1,1
noodles,0,1,1
noon,6,1,7
noone,3,1,4
noones,1,0,1
nooning,0,1,1
nooo,6,1,7
nooodles,1,0,1
noooo,3,0,3
nooooo,4,1,5
noooooo,4,0,4
nooooooo,5,0,5
noooooooo,1,0,1
nooooooooo,0,1,1
noope,1,0,1
nope,11,5,16
nor,1,0,1
nora,0,1,1
nordstrom,1,0,1
nordstroms,1,0,1
norfolk,0,1,1
normal,2,5,7
normalisation,0,1,1
normally,1,1,2
north,1,1,2
northeast,1,0,1
northwest,1,0,1
norwell,1,0,1
norwich,1,0,1
nos,1,0,1
nose,5,4,9
nosebleeds,1,0,1
noses,0,1,1
nosey,1,0,1
nostalgic,0,1,1
not,482,226,708
note,8,3,11
notebook,1,1,2
nothin,3,1,4
nothing,27,13,40
notice,1,3,4
noticeable,0,1,1
noticed,5,6,11
notices,0,1,1
notion,1,0,1
notoriously,1,0,1
notre,0,1,1
nottingham,1,3,4
notts,0,1,1
notwithstanding,0,1,1
nouveau,0,1,1
nov,1,0,1
nova,0,1,1
novel,1,0,1
novels,0,2,2
november,1,0,1
now,318,279,597
nowadays,0,1,1
nowhere,4,1,5
nowwwww,1,1,2
np,0,2,2
nph,0,1,1
nr,0,1,1
nrlsku,0,1,1
nru,0,1,1
nsa,1,0,1
nsfw,1,2,3
nst,0,1,1
nt,4,0,4
nu,0,3,3
nudged,1,0,1
nuggets,1,0,1
nuke,1,0,1
null,0,1,1
num,0,3,3
numb,0,1,1
number,10,6,16
numbers,2,4,6
numbing,0,1,1
nurbs,1,0,1
nurofen,1,0,1
nurse,1,2,3
nursing,1,0,1
nut,2,1,3
nuthin,1,0,1
nutrition,1,0,1
nutritionist,1,0,1
nuts,4,3,7
nv,1,0,1
nvm,1,0,1
nw,1,0,1
nxt,1,0,1
ny,5,2,7
nyaha,1,0,1
nyc,6,3,9
nyet,1,0,1
nylon,0,1,1
nyquil,1,1,2
nyt,1,1,2
nz,0,4,4
oa,1,0,1
oach,0,1,1
oaf,0,1,1
oap,0,1,1
oatmeal,0,2,2
oats,1,0,1
obama,0,2,2
obi,0,2,2
objective,0,1,1
obliterated,1,0,1
oblivion,1,0,1
oblivious,1,0,1
obnoxious,1,0,1
obscure,0,1,1
observatory,0,1,1
observed,0,1,1
obsessed,2,2,4
obsesses,0,1,1
obv,2,1,3
obviously,2,4,6
occupied,1,1,2
occur,0,1,1
occurrence,0,1,1
ocean,3,3,6
oct,1,2,3
octane,2,0,2
october,1,3,4
octopus,0,1,1
od,2,1,3
odd,3,6,9
oddly,0,1,1
odds,1,0,1
ode,1,0,1
odo,0,1,1
odstartoval,0,1,1
oem,0,1,1
of,580,632,1212
ofcourse,0,1,1
off,112,117,229
offece,1,0,1
offended,1,0,1
offer,1,3,4
offered,1,3,4
offering,0,2,2
offerings,1,0,1
offers,2,0,2
office,23,20,43
officer,0,1,1
offices,0,1,1
official,3,3,6
officially,7,12,19
offline,7,2,9
offthechartradio,1,0,1
oficial,1,0,1
often,3,3,6
og,1,0,1
oh,140,111,251
ohh,6,7,13
ohhh,2,2,4
ohhhh,1,0,1
ohhhhhh,1,0,1
ohhhhhhhhhhh,0,1,1
ohio,1,0,1
ohmygod,1,1,2
ohmygodddd,1,0,1
ohshit,0,1,1
oi,1,0,1
oil,0,1,1
ok,40,71,111
okaeri,0,1,1
okay,17,16,33
ol,1,3,4
olaf,1,0,1
olbermann,0,1,1
old,52,40,92
older,4,4,8
oldie,0,1,1
olds,0,2,2
ole,0,1,1
oleeee,0,1,1
olive,1,0,1
omeone,1,0,1
omfg,3,1,4
omg,44,24,68
omgili,0,1,1
omgsh,0,1,1
ominous,1,0,1
omo,1,0,1
on,471,538,1009
once,12,17,29
onde,1,0,1
one,171,194,365
oneil,1,0,1
ones,14,15,29
ongina,0,1,1
onion,1,0,1
onish,0,1,1
onli,1,0,1
online,19,27,46
onlinee,1,0,1
only,99,71,170
onslaught,1,0,1
ontario,1,1,2
onto,6,3,9
onwards,0,1,1
oo,3,1,4
oof,0,2,2
ooh,3,8,11
ook,1,0,1
ooo,1,4,5
oooh,2,1,3
oooo,1,3,4
ooood,0,1,1
ooooh,0,2,2
oooooh,1,1,2
ooooohh,0,1,1
ooooooh,1,0,1
oooooohhhhh,1,0,1
oooooooh,1,0,1
ooooooooooommmmmmmmmmmm,0,1,1
oooow,1,0,1
oops,2,4,6
oopsie,0,1,1
op,1,3,4
opdrpi,0,1,1
open,11,13,24
openaustralia,0,1,1
opened,0,2,2
opengl,1,0,1
opening,2,5,7
openingday,0,1,1
openings,1,0,1
openmoko,0,1,1
openoffice,0,1,1
opens,0,1,1
opera,1,1,2
operating,1,0,1
operation,1,1,2
operational,0,1,1
operator,0,1,1
opick,1,0,1
opinion,0,3,3
opinions,2,0,2
opium,0,1,1
oppa,1,0,1
opportunity,2,0,2
oppressed,1,0,1
oppression,1,0,1
oppressive,1,0,1
opps,0,1,1
ops,1,0,1
opt,0,2,2
opterons,0,1,1
opticians,1,0,1
optimist,0,1,1
optimizations,1,0,1
option,3,1,4
optional,1,0,1
options,3,0,3
or,88,118,206
oracle,0,1,1
oral,2,0,2
orals,1,0,1
orange,4,2,6
oranges,1,1,2
orbitz,1,0,1
orchestra,0,1,1
orchestral,1,0,1
ord,0,4,4
order,10,5,15
ordered,6,4,10
orders,2,0,2
ordinary,1,0,1
ordinator,0,1,1
oreo,0,1,1
org,1,1,2
organicaly,0,1,1
organization,2,0,2
organizations,0,1,1
organize,0,1,1
organized,2,0,2
organizing,1,0,1
oriental,0,1,1
orientation,1,0,1
origin,0,1,1
original,4,4,8
origins,0,3,3
orkut,0,1,1
orlando,0,1,1
orphans,0,1,1
orqasm,1,0,1
orthadonist,1,0,1
ortho,1,0,1
orthodontist,1,0,1
os,3,1,4
oskar,0,1,1
ot,0,1,1
oth,0,1,1
other,29,38,67
others,2,7,9
otherwise,2,5,7
otr,0,1,1
ottawa,1,0,1
ottumwa,0,1,1
ou,1,1,2
ouccch,1,0,1
ouch,13,1,14
ouchouchouch,1,0,1
ouchy,1,0,1
ought,1,0,1
ouh,1,0,1
our,55,57,112
ours,2,3,5
ourselves,1,1,2
out,284,220,504
outa,1,0,1
outage,1,0,1
outages,0,1,1
outburst,0,1,1
outcum,1,0,1
outdoor,1,0,1
outfit,2,1,3
outgoing,1,0,1
outgrown,0,1,1
outing,1,0,1
outlet,0,1,1
outlets,1,0,1
outline,0,1,1
outlines,0,1,1
outlook,1,2,3
outrageously,0,1,1
outreach,0,2,2
outs,0,1,1
outside,35,15,50
outsidee,1,0,1
outt,1,2,3
outta,4,1,5
outtie,1,0,1
outtttt,0,1,1
ova,1,0,1
oven,1,1,2
over,59,46,105
overall,2,3,5
overalls,1,0,1
overcast,2,0,2
overcome,1,0,1
overdoing,0,1,1
overdosin,1,0,1
overdraft,0,1,1
overdue,2,1,3
overheated,2,0,2
overheating,1,0,1
overhere,0,1,1
overitnow,0,1,1
overkill,0,1,1
overlooks,1,0,1
overrated,1,0,1
overrrr,1,0,1
overseas,0,2,2
overslept,1,0,1
overtime,1,0,1
overtired,0,1,1
overweight,1,1,2
overwelming,1,0,1
overwhelmed,1,1,2
overwhelming,1,1,2
ow,4,0,4
owe,2,1,3
own,16,18,34
owned,2,0,2
owner,1,3,4
owners,1,0,1
oww,1,0,1
owwchhh,1,0,1
owwie,2,0,2
owww,0,1,1
owwww,1,0,1
owwwwwww,1,0,1
oxegen,1,0,1
oxford,0,1,1
oz,1,2,3
ozarks,0,1,1
ozzy,0,1,1
pa,4,2,6
pacific,0,1,1
pack,4,3,7
package,0,4,4
packages,1,0,1
packed,2,1,3
packets,0,1,1
packing,10,5,15
packpackpack,1,0,1
pad,2,1,3
paddington,0,1,1
padova,0,1,1
padres,0,1,1
padurea,0,1,1
page,4,23,27
pages,1,2,3
paging,0,1,1
paid,11,5,16
paige,4,1,5
pailou,0,1,1
pain,23,7,30
painful,1,2,3
painless,0,1,1
pains,1,0,1
paint,1,1,2
painted,0,1,1
painter,1,0,1
painting,1,3,4
pair,5,0,5
paisley,0,1,1
pajama,0,1,1
pal,2,1,3
pala,0,1,1
palahniuk,0,1,1
pale,1,0,1
palm,1,2,3
palmolive,0,1,1
palovic,1,0,1
pam,0,1,1
pambuccian,0,1,1
pammy,1,0,1
pamper,1,1,2
pan,1,0,1
pana,0,1,1
panama,0,2,2
pancakes,2,3,5
panda,2,0,2
pandora,1,0,1
panel,1,0,1
panic,0,3,3
panicking,2,0,2
panting,1,0,1
pants,2,4,6
papa,1,1,2
papal,0,1,1
pape,1,0,1
paper,4,7,11
papers,0,1,1
paperwork,3,0,3
papi,1,0,1
par,1,0,1
para,0,1,1
parade,2,2,4
paradise,1,0,1
paragon,0,1,1
paralegals,0,1,1
parallels,1,0,1
paralysed,1,0,1
paramore,1,0,1
paramoreeeeee,1,0,1
paranormal,1,1,2
paraphrased,0,1,1
parasites,1,0,1
parcel,0,2,2
pardon,0,3,3
parent,0,2,2
parentinghanda,1,0,1
parents,13,5,18
paretns,1,0,1
pareto,0,1,1
paris,6,4,10
parish,1,0,1
park,8,11,19
parked,0,1,1
parking,3,3,6
parkman,0,2,2
parks,1,1,2
parlament,0,1,1
parliamentary,0,1,1
parol,0,1,1
parrothead,1,0,1
parser,1,0,1
part,18,19,37
partay,1,0,1
participated,0,1,1
particular,3,1,4
particularly,2,1,3
parties,0,3,3
parting,0,1,1
partner,3,1,4
partners,1,1,2
parts,4,1,5
partt,1,0,1
party,18,25,43
partying,1,2,3
partys,1,0,1
partyy,1,0,1
pass,5,7,12
passed,103,0,103
passenger,1,0,1
passengers,0,1,1
passes,2,0,2
passing,5,0,5
passion,1,0,1
passionate,0,1,1
passionately,0,1,1
passionatley,0,1,1
passover,0,2,2
passport,0,1,1
password,3,1,4
passwords,1,0,1
passwork,1,0,1
past,12,11,23
pasta,0,3,3
paste,0,1,1
pastor,0,1,1
pat,1,0,1
patch,1,2,3
patches,1,0,1
patching,0,1,1
path,2,1,3
pathetic,2,0,2
patience,1,2,3
patient,1,0,1
patiently,1,0,1
patients,1,0,1
patric,0,1,1
patrick,2,0,2
patter,0,1,1
patterns,0,2,2
patties,0,1,1
pattinson,1,0,1
pau,0,1,1
paul,1,9,10
paula,1,0,1
paulis,0,1,1
pause,1,0,1
paving,1,0,1
paw,0,2,2
pawing,0,1,1
paxman,0,1,1
pay,17,8,25
paycheck,1,0,1
payday,1,1,2
payed,1,2,3
paying,2,1,3
payment,1,0,1
paypal,4,1,5
pays,2,3,5
pbnjen,0,1,1
pc,11,8,19
pch,0,1,1
pcos,0,1,1
pd,3,0,3
pdf,0,2,2
peace,74,6,80
peaced,1,0,1
peaceful,1,1,2
peacefully,2,0,2
peach,0,2,2
peaches,1,0,1
peachy,1,0,1
peak,0,1,1
peaks,0,1,1
peal,1,0,1
peanut,1,1,2
pearl,2,1,3
pears,0,1,1
pearshapebodygirl,0,1,1
pecker,0,1,1
pecking,0,1,1
peddies,0,1,1
peddle,1,0,1
pediatrician,1,0,1
pediatrics,0,1,1
pedicure,1,0,1
pee,1,1,2
peeing,0,2,2
peeked,1,0,1
peektures,0,1,1
peel,0,1,1
peeled,0,1,1
peep,0,2,2
peepers,0,1,1
peeps,4,5,9
peet,1,0,1
peg,0,1,1
pegged,1,0,1
pekalongan,0,1,1
pelosi,1,0,1
pen,1,0,1
penang,0,1,1
penclip,0,1,1
penguin,1,0,1
penis,0,1,1
penn,0,5,5
pennies,1,0,1
people,62,69,131
peoplebrowsr,0,1,1
peoples,1,1,2
pepper,2,1,3
peppermint,1,0,1
pepsi,1,0,1
per,3,2,5
perez,3,0,3
perezhiltonr,1,0,1
perfec,1,0,1
perfect,6,6,12
perfection,0,2,2
perfectly,2,3,5
perfecto,0,1,1
perform,0,1,1
performance,3,0,3
performed,0,1,1
performing,0,1,1
perhaps,1,9,10
period,1,1,2
perl,0,1,1
perm,2,0,2
permission,0,1,1
permite,1,0,1
permitted,0,1,1
pero,1,0,1
perpetual,1,0,1
perry,2,1,3
persiankiwi,1,0,1
persistent,1,0,1
person,27,14,41
personal,5,4,9
personality,1,2,3
personalized,0,1,1
personally,2,4,6
persons,0,1,1
perspective,1,0,1
persuade,0,1,1
perth,0,1,1
peru,1,1,2
pervasive,1,0,1
perverted,1,0,1
pesos,1,0,1
pestering,1,0,1
pet,2,2,4
petal,0,1,1
pete,2,1,3
peter,2,3,5
pets,0,1,1
pf,1,1,2
pfers,0,1,1
ph,1,0,1
phahahah,1,0,1
phase,1,1,2
phd,0,1,1
phenomenon,1,0,1
pherb,0,1,1
phew,2,3,5
phewww,0,1,1
phil,0,2,2
philip,0,1,1
phillipe,1,0,1
phillipines,0,1,1
philly,3,0,3
philo,0,1,1
philosophy,0,1,1
phineas,0,1,1
phishing,0,1,1
phoenix,3,2,5
phome,1,0,1
phone,53,22,75
phoneless,1,0,1
phones,0,3,3
phoning,1,0,1
phoro,0,1,1
photo,6,14,20
photoboth,0,2,2
photographer,1,0,1
photographs,0,1,1
photography,1,3,4
photos,5,11,16
photoshoot,0,5,5
photoshop,3,2,5
photosmart,0,1,1
php,1,2,3
phptal,0,1,1
phwoar,0,1,1
phx,1,1,2
physical,1,1,2
physically,0,1,1
physics,1,2,3
physiotherapy,1,0,1
piano,0,2,2
pic,14,23,37
picadilly,1,0,1
piccis,0,1,1
pichu,0,1,1
pick,10,7,17
picked,1,2,3
pickin,1,1,2
picking,3,2,5
picky,1,0,1
picnic,2,3,5
pics,5,16,21
picture,12,14,26
pictured,0,1,1
pictures,9,9,18
piczo,0,1,1
pidgin,0,1,1
pie,0,5,5
piece,4,4,8
pieces,2,0,2
pierce,0,2,2
pies,1,1,2
pig,0,1,1
pigeon,1,1,2
piggin,1,0,1
pigs,1,2,3
piktchas,0,1,1
pill,0,1,1
pillow,1,1,2
pillows,1,0,1
pills,1,2,3
pilot,2,0,2
pimp,1,0,1
pimple,1,0,1
pina,0,1,1
pinch,1,1,2
pineapple,0,1,1
pink,4,2,6
pinkberry,2,0,2
pinkie,0,1,1
pinky,0,1,1
pinned,0,1,1
pint,1,2,3
pipes,1,0,1
piracy,0,1,1
piss,1,0,1
pissed,7,2,9
pisses,4,0,4
pissoff,1,0,1
pita,1,0,1
pitch,3,0,3
pity,2,3,5
