text,target
has anyone ever told themselves to stop thinking about a person but when u go to sleep their all u dream about that s when life sucks,0
my head is killing me,0
youtube ate my audio,0
without me,0
my head is going to freaking explode no more j ger for me ever again,0
i can t get past on flight control,0
not in the mood for stir fry haha im in such a picky mood im annoying myself xx,0
has got a lump on the side of her head because she smacked it on the bed why does this have to happen the day before prom,0
i wish would text me back,0
marrow that happened to me the other day not fun,0
me tooo so you never told me why can t you make it,0
what the hell is this lmao i dont remember,0
i m still waiting for the books i ordered to arrive i m starting to doubt they ll be in here for our flight to greece tuesday,1
so am i the only one in toronto who realizes outside hmm so damn ugly,0
damn free internet at my apartment is down so i have to hijack some wifi just to check my email even when it does work it is badly slow,0
why is it jakob i know too much,0
i know mine go through bouts of it too few days here and there never know what it was drives me bonkers hugs,0
yeah omg did u see that the jersey kid is getting older feels like yesterday he was only wow i feel so proud,0
no way liza just stole my plate of food,0
hm not in switzerland i m afraid regional controls usual story ho hum,0
my braces are beginning to hurt now,0
just did my test ride cant ride rollercoasters anymore,0
wow farrah fawcet s in her final stages of anal cancer she only has a few hours left how sad live ur life ppl make each moment count,0
i m sad sleepy bc my peet s only filled my med soy latte way and filled the other half w foam i like foam but not that much,0
thinking about u read thru my feed couldnt find the song did u read the last dm i sent,0
vacay is grreat i could get used to this being at home thing awhile anyways it s scorching hot here not fun,0
but i like that you listened that i taught you i really need a cuddle hopefully i can have a night in with j tomorrow,0
pretty muchh falling asleeep in this chair exhuasted is an understatement,0
my fever won t go away,0
i miss you too jhann,0
listened yesterday hollywood tone aside when it comes to the business of the big two there is some truth in what he says,0
why why did it get shut down,0
okay checkout the orange tour but not if you live in the northeast or mid atlantic like us,0
changed my mind drinking that cappuccino made my stomach hurt,0
just got off a very ill filled night at work off to try and sleep since my friends internet is down missing muchly,0
that s a sad story,0
g morning i m sad cus my back hurts and cus is sick too bad he doesn t like soup i have hella at home,0
goood morning don t feel good,0
oh man i wana go gym but am to lazy today i love you lauren well done,0
i can t watch you tonight i m so sorry t t,0
you are to fucken right i love u girl n yes it will be great aw n its my daddys bday today getting old hehe miss u hun,0
missed my flight,0
okay i m a lover but i must say that beejive crashes as hell on iphone os,0
i hear thunder i see lightnining i feel rain,0
is disappointed,0
that sucks you can t win,0
you sound like an old woman falling apart but at least you are my old woman love you babe x,0
opinions im gutted no killers in july or a holiday are tk playing in any aus festivals,0
summer freedom well not for me,0
also why am i so defensive about my humorless feminism,0
is the show coming back one of my favs its sad all the good shows get canned and csi has spinoffs,0
me too ah i m so depressed this girl on my twitter has a reply from doug and now tom,0
ughhh rendering rendering rendering i have an actual video of my own to post but it s at home,0
aww our poor pieces of glass lost and forgotten and yes we can smash another one an empty one this time,1
i was probably insane to work out in this heat only got miles in,0
writing goodbye e mails to people i ve worked with over the last two years getting a bit teary,0
after i tweeted my buffet quote below preggogals and parentinghanda started following me,0
can t believe my sunglasses came day but i hav wait days pick it up as no was in,0
i think my fringe is longer than yours but im not going to glasto cause i didnt get tickets,0
had a great time last nite till i fainted twice and had to leave mid show i m so upset you were great,0
so sorry to hear that,0
omg what a nightmare had to cancel my hair appointment ughhhh one of the hardest things to do,0
how did i wake up with a headache,0
there s a bunch of new spam on the message boards now,0
same evry softball game has been canceled ugh i wanna play,0
of course the day i set aside to run errands and get shit done is the day they take forever to deliver my new dryer,0
htc hero is here in europe,0
vacation is over,0
meister i don t own a bike but i will be buying one soon i requires another mode of transport as soon as i can wear a helmet,1
what why didn t you tell me about a new wale mixtape is it as good as the mixtape about nothing,0
i m thinking about early lunch quilting time or headache meds sitting for a while my head is throbbing,0
i don t want to go to work today,0
the one morning i want coffee before i leave the office is the morning there s no milk,0
